price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
5300000.0,"Tukkuguda, Hyderabad - South, Andhra Pradesh",980.0,17.358908,78.520731,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                Ramky Discovery City brings you the exquisite Greenview Apartments; Spread over 3.81 acres, the 200 units nestled in this township are a gorgeous mixture of elegance and convenience. Adjacent to lush green reserve forest, the apartments are about 10 minutes away from the Hyderabad international airport. With a host of residential, commercial, educational and entertainment options, Greenview Apartments, are well equipped to provide you with world-class amenities.There are a total of 5 Blocks with partial basements, stilt floors with 5 floors each. The club-house is large enough for any and all planned activities with swimming pool, Gymnasium, multipurpose hall with provisions for Yoga, Aerobics, meditation hall, sauna, steam room with indoor and outdoor facilities.
                            
more

",5408.163265306122
10100000.0,"Aramghar, Hyderabad - South, Andhra Pradesh",1719.0,17.324193,78.428464,3.0,3.0,,Under Construction,New Property,1.0,,4.0,,Flat,"


                                King's Mawin Arena offers 288 units of new luxurious 3BHK and 4 BHK Gated Community apartments  at Aramghar, in the heart of the Hyderabad. This 3 acre venture has 40% open space and is a well laid-out gated community.Our every flat is impeccably design and finished with quality to cater the modern lifestyle needs for its residents.
                            
more

",5875.509016870274
7780000.0,"Alkapur Township, Hyderabad - West, Andhra Pradesh",1365.0,17.3861055,78.3702875,2.0,2.0,,Under Construction,New Property,1.0,,1.0,,Flat,"


                                Pristinely placed in the heart of Alkapur Township, Anuhar Towers is a breath of fresh air - just right for relaxed living and safely away from city clutter. within inside the stately apartments enclosure and all around Alkapur Township, ensure a breezy yet busy lifestyle.
                            
more

",5699.6336996336995
41800000.0,"Mokila, Hyderabad - West, Andhra Pradesh",3890.0,17.4404728,78.191607,3.0,4.0,,Ready to Move,New Property,2.0,Unfurnished,,,Individual House,"
                    
                    
                    
                       The Villa is set on a spectacular site, on a cliff top. It offers contemporary design, features like cinema, gym, sauna, bodega, heated infinity pool, solar powered, lift and many more. 
                    
                ",10745.501285347043
12700000.0,"Suchitra Circle, Hyderabad - North, Andhra Pradesh",1910.0,17.501614,78.477515,3.0,3.0,,Under Construction,New Property,2.0,,3.0,,Flat,"


                                Set high on a bustling stretch at Suchitra Circle, Sri Ram Garden will be a monument to tasteful living, rising high and above, making you see possibly in all directions. The sky, the city, and Intra ring road pathways are yours, reflecting just beyond walls of solid concrete and glass or from the edge of your own balcony or terrace.As you move through the different parts of your home here, there will be asense that, everything is falling perfectly into place. Every need is well anticipated, even before you think it, and will be provided to you. Spacious halls and living rooms, a well laid out master bedroom and children spaces plus internal and external facilities for guest rooms. Yes! You read it right ! External facilities of guest rooms too, within the community.
                            
more

",6649.214659685864
11000000.0,"Kondapur, Hyderabad - West, Andhra Pradesh",1475.0,17.4626829,78.353178,2.0,2.0,,Under Construction,New Property,,,3.0,,Flat,"


                                Comprising of 628 homes in Kondapur, it is close to just about everything that matters. With easy access to, Education, Healthcare, Recreation, Office Workspaces and more; you are surrounded by life but you can still pull back at the end of the day from this hustle and bustle to give time to yourself and your family!

more

",7457.627118644068
34500000.0,"Shaikpet, Hyderabad - West, Andhra Pradesh",2876.0,17.409971,78.397505,3.0,3.0,,Under Construction,New Property,1.0,,1.0,,Flat,"
                    
                    
                    
                       Aparna One is an ultra-luxurious skyline gated community that houses Hyderabad's tallest residential towers. These magnificent smart apartments are the perfect combination of class and convenience, that'll redefine the experience of luxury living.
                    
                ",11995.827538247566
6110000.0,"Tukkuguda, Hyderabad - South, Andhra Pradesh",1130.0,17.358908,78.520731,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                Ramky Discovery City brings you the exquisite Greenview Apartments; Spread over 3.81 acres, the 200 units nestled in this township are a gorgeous mixture of elegance and convenience. Adjacent to lush green reserve forest, the apartments are about 10 minutes away from the Hyderabad international airport. With a host of residential, commercial, educational and entertainment options, Greenview Apartments, are well equipped to provide you with world-class amenities.There are a total of 5 Blocks with partial basements, stilt floors with 5 floors each. The club-house is large enough for any and all planned activities with swimming pool, Gymnasium, multipurpose hall with provisions for Yoga, Aerobics, meditation hall, sauna, steam room with indoor and outdoor facilities.
                            
more

",5407.079646017699
5540000.0,"Tukkuguda, Hyderabad - South, Andhra Pradesh",1025.0,17.358908,78.520731,2.0,2.0,,Under Construction,New Property,,,,,Flat,"


                                Ramky Discovery City brings you the exquisite Greenview Apartments; Spread over 3.81 acres, the 200 units nestled in this township are a gorgeous mixture of elegance and convenience. Adjacent to lush green reserve forest, the apartments are about 10 minutes away from the Hyderabad international airport. With a host of residential, commercial, educational and entertainment options, Greenview Apartments, are well equipped to provide you with world-class amenities.There are a total of 5 Blocks with partial basements, stilt floors with 5 floors each. The club-house is large enough for any and all planned activities with swimming pool, Gymnasium, multipurpose hall with provisions for Yoga, Aerobics, meditation hall, sauna, steam room with indoor and outdoor facilities.
                            
more

",5404.878048780488
24800000.0,"Banjara hills, Banjara Hills, Hyderabad - Central, Andhra Pradesh",2165.0,17.409862,78.447141,3.0,3.0,2.0,Ready to Move,New Property,2.0,,2.0,near to virinchi hospital Banjara hills,Flat,"


                                DUKES GALAXY is one of the popular residential LUXURY project in Hyderabad, developed by DUKES & SHANTA HOMES PVT LTD, this projects offers spacious 3BHK Apartments with modern amenities for the comfort of residents. The locality is in centre of the city which connects the city with the high end - Jubilee hills area, and the I-T areas of madhapur, Hitec city.
                            
more

",11454.965357967667
